ID,y
1,80.2383886611745
2,96.87637557841211
3,79.54735013440327
4,79.51178596862411
5,122.29367917771282
8,94.2142937529967
10,113.41165250534954
11,95.58577518351055
12,117.4279258187045
14,95.42701682540059
15,116.78887247397793
16,105.15588746643482
17,102.12023869243328
19,95.35092887374043
20,105.28602669107124
21,103.88371220317546
22,117.1635978157748
23,102.02309361186687
26,96.34880924817944
28,94.35787311510902
29,96.24647465434734
33,96.24647465434734
35,94.624308929552
41,96.5722955771989
42,94.43937852824735
43,117.0096309831037
45,103.78860973549911
46,103.6934998089445
51,94.07154311991602
53,80.42759734155325
55,112.55770200486126
56,94.41505434611366
57,104.0150100796248
58,95.3262361146106
59,104.38354953820044
63,112.11052793259563
64,95.02652701827168
65,104.72507545816109
69,95.53625596323795
71,95.00175425913056
72,104.13401399231373
73,94.38592929305602
76,104.25803073937232
77,104.12933604566197
78,116.05977701499356
82,94.3919794029193
83,104.72507545816109
84,94.34528140909649
85,104.1665369118806
87,112.28160947556438
88,95.83453312602703
89,112.69396299118938
91,94.57513656474023
93,94.5928034534665
94,103.99796580295342
95,96.64543380595117
96,111.59421628708782
97,94.12054613078641
98,112.84141629929485
99,94.18596439249492
101,104.24741062218482
103,112.69396299118938
104,94.1317645835411
105,111.9400872587675
110,94.79350230600556
111,112.39307492966594
113,112.85835355515422
114,93.57157032788876
115,114.50800515846393
117,112.69396299118938
120,94.27979984965984
121,112.50769895310344
122,93.8200547977786
123,112.8976296782011
126,112.3544167875761
132,112.25258541661884
135,104.73368683000265
137,104.51586117396548
138,94.65153464766621
140,94.40705874064491
142,113.53605318390376
144,112.30383390183391
148,93.82477739299344
149,114.52205747361126
155,94.59016588176297
156,112.40829557175579
157,94.4191758915286
162,112.28395932908
163,94.62323869028873
167,94.42407661023879
172,116.17302209638495
179,113.04511350388469
180,93.8907160050779
181,111.88619321579876
182,94.91482505293965
183,112.69396299118938
185,112.69396299118938
187,112.13949674363079
188,94.12260074080993
189,94.01282729960352
191,94.30041997904891
192,113.16722728838141
193,94.73049716837383
194,112.0244607328886
195,93.84229009623641
196,112.47577756638469
198,94.64658013013334
199,112.3285149931425
201,104.43809359799411
204,94.40447196456074
205,104.89832673645435
206,94.23982028849102
210,94.35992221720196
211,104.24741062218482
216,112.48351377243938
219,115.51978372886074
220,93.90600316996688
221,112.03885740036907
226,111.88619321579876
227,94.16660039897079
228,112.31007474656047
230,112.43519681687297
231,93.65509965861844
235,116.2821738655795
236,94.2218246708207
238,112.97136777634563
242,104.39652536399328
243,94.3842109665957
244,80.3425639919918
245,112.16628647128553
247,118.06961148972454
248,93.92290116008874
249,94.17449570354577
250,111.64033597702922
251,94.2218246708207
253,116.305733435892
254,93.90802495951766
256,94.27722396708398
257,93.65871599162625
258,112.42930143215065
259,94.23306064493633
262,80.30418035693137
266,94.36240330424968
267,115.05562680954876
272,103.75075779811107
273,112.69396299118938
275,101.99263933147
276,113.27935880417766
279,94.62445409232006
280,104.74030372964546
283,94.40366306987468
285,112.3520974516386
288,112.69396299118938
289,94.63823319018158
290,104.48913424740817
291,94.60121879073262
292,112.04096311325969
293,112.45667356247844
296,109.66594865764188
297,112.06784909958782
298,115.85003732993496
299,94.37572879256774
304,93.76781957621688
305,87.74966766663087
306,94.55192355997539
307,111.86925595993938
311,109.47756156845534
313,111.86192411179485
314,93.93655126567
316,94.43003534623341
324,95.46363620645977
327,94.50912094652924
329,93.91213720317
330,112.05228513474407
337,103.89079927374732
338,95.02998313399434
339,105.045019854802
340,94.91121634932637
343,93.7778968876278
345,115.56327127768887
346,94.35322680982782
347,115.41098874802532
